Time,Active
63.0,0
73.0,0
83.0,0
93.0,0
103.0,0
113.0,0
123.0,0
133.0,0
143.0,0
153.0,0
163.0,0
173.0,0
183.0,0
193.0,0
203.0,0
213.0,0
223.0,0
233.0,0
243.0,0
253.0,0
263.0,0
273.0,0
283.0,0
293.0,0
303.0,0
313.0,0
323.0,0
333.0,0
343.0,0
353.0,0
363.0,0
373.0,0
383.0,0
393.0,0
403.0,0
413.0,0
423.0,0
433.0,0
443.0,0
453.0,0
463.0,0
473.0,0
483.0,0
493.0,0
503.0,0
513.0,0
523.0,0
533.0,0
543.0,0
553.0,0
563.0,0
573.0,0
583.0,0
593.0,0
603.0,0
613.0,0
623.0,0
633.0,0
643.0,0
653.0,0
663.0,0
673.0,0
683.0,0
693.0,0
703.0,0
713.0,0
723.0,0
733.0,0
743.0,0
753.0,0
763.0,1
773.0,1
783.0,1
793.0,1
803.0,1
813.0,1
823.0,1
833.0,1
843.0,1
853.0,1
863.0,1
873.0,1
883.0,1
893.0,1
903.0,1
913.0,1
923.0,1
933.0,1
943.0,1
953.0,1
963.0,1
973.0,1
983.0,1
993.0,1
1003.0,1
1013.0,1
1023.0,1
1033.0,1
1043.0,1
1053.0,1
1063.0,1
1073.0,1
1083.0,1
1093.0,1
1103.0,1
1113.0,1
1123.0,1
1133.0,1
1143.0,1
1153.0,1
1163.0,1
1173.0,1
1183.0,1
1193.0,1
1203.0,1
1213.0,1
1223.0,1
1233.0,1
1243.0,1
1253.0,1
1263.0,0
1273.0,0
1283.0,0
1293.0,0
1303.0,0
1313.0,0
1323.0,0
1333.0,0
1343.0,0
1353.0,0
1363.0,0
1373.0,0
1383.0,0
1393.0,0
1403.0,0
1413.0,0
1423.0,0
1433.0,0
1443.0,0
1453.0,0
1463.0,0
1473.0,0
1483.0,0
1493.0,0
1503.0,0
1513.0,0
1523.0,0
1533.0,0
1543.0,0
1553.0,0
1563.0,0
1573.0,0
1583.0,0
1593.0,0
1603.0,0
1613.0,0
1623.0,0
1633.0,0
1643.0,0
1653.0,0
1663.0,1
1673.0,1
1683.0,1
1693.0,1
1703.0,1
1713.0,1
1723.0,1
1733.0,1
1743.0,1
1753.0,1
1763.0,1
1773.0,1
1783.0,1
1793.0,1
1803.0,1
1813.0,1
1823.0,1
1833.0,1
1843.0,1
1853.0,1
1863.0,1
1873.0,1
1883.0,1
1893.0,1
1903.0,1
1913.0,1
1923.0,1
1933.0,1
1943.0,1
1953.0,1
1963.0,1
1973.0,1
1983.0,1
1993.0,1
2003.0,1
2013.0,1
2023.0,1
2033.0,1
2043.0,1
2053.0,1
2063.0,1
2073.0,1
2083.0,1
2093.0,1
2103.0,1
2113.0,1
2123.0,1
2133.0,1
2143.0,1
2153.0,1
2163.0,1
2173.0,1
2183.0,1
2193.0,1
2203.0,1
2213.0,1
2223.0,1
2233.0,1
2243.0,1
2253.0,1
2263.0,1
2273.0,1
2283.0,1
2293.0,1
2303.0,1
2313.0,1
2323.0,1
2333.0,1
2343.0,1
2353.0,1
2363.0,1
2373.0,1
2383.0,1
2393.0,1
2403.0,1
2413.0,1
2423.0,1
2433.0,1
2443.0,1
2453.0,1
2463.0,1
2473.0,1
2483.0,1
2493.0,1
2503.0,1
2513.0,1
2523.0,1
2533.0,1
2543.0,1
2553.0,1
2563.0,1
2573.0,1
2583.0,1
2593.0,1
2603.0,1
2613.0,1
2623.0,1
2633.0,1
2643.0,1
2653.0,1
2663.0,1
2673.0,1
2683.0,1
2693.0,1
2703.0,1
2713.0,1
2723.0,1
2733.0,1
2743.0,1
2753.0,1
2763.0,1
2773.0,1
2783.0,1
2793.0,1
2803.0,1
2813.0,1
2823.0,1
2833.0,1
2843.0,1
2853.0,1
2863.0,1
2873.0,1
2883.0,1
2893.0,1
2903.0,1
2913.0,1
2923.0,1
2933.0,1
2943.0,1
2953.0,1
2963.0,1
2973.0,1
2983.0,1
2993.0,1
3003.0,1
3013.0,1
3023.0,1
3033.0,1
3043.0,1
3053.0,1
3063.0,1
3073.0,1
3083.0,1
3093.0,1
3103.0,1
3113.0,1
3123.0,1
3133.0,1
3143.0,1
3153.0,1
3163.0,0
3173.0,0
3183.0,0
3193.0,0
3203.0,0
3213.0,0
3223.0,0
3233.0,0
3243.0,0
3253.0,0
3263.0,0
3273.0,0
3283.0,0
3293.0,0
3303.0,0
3313.0,0
3323.0,0
3333.0,0
3343.0,0
3353.0,0
3363.0,0
3373.0,0
3383.0,0
3393.0,0
3403.0,0
3413.0,0
3423.0,0
3433.0,0
3443.0,0
3453.0,0
3463.0,0
3473.0,0
3483.0,0
3493.0,0
3503.0,0
3513.0,0
3523.0,0
3533.0,0
3543.0,0
3553.0,0
3563.0,0
3573.0,0
3583.0,0
3593.0,0
3603.0,0
3613.0,0
3623.0,0
3633.0,0
3643.0,0
3653.0,0
3663.0,0
3673.0,0
3683.0,0
3693.0,0
3703.0,0
3713.0,0
3723.0,0
3733.0,0
3743.0,0
3753.0,0
3763.0,0
3773.0,0
3783.0,0
3793.0,0
3803.0,0
3813.0,0
3823.0,0
3833.0,0
3843.0,0
3853.0,0
3863.0,0
3873.0,0
3883.0,0
3893.0,0
3903.0,0
3913.0,0
3923.0,0
3933.0,0
3943.0,0
3953.0,0
3963.0,1
3973.0,1
3983.0,1
3993.0,1
4003.0,1
4013.0,1
4023.0,1
4033.0,1
4043.0,1
4053.0,1
4063.0,1
4073.0,1
4083.0,1
4093.0,1
4103.0,1
4113.0,1
4123.0,1
4133.0,1
4143.0,1
4153.0,1
4163.0,1
4173.0,1
