Time,Active
62.0,0
72.0,0
82.0,0
92.0,0
102.0,0
112.0,0
122.0,0
132.0,0
142.0,0
152.0,0
162.0,0
172.0,0
182.0,0
192.0,0
202.0,0
212.0,0
222.0,0
232.0,0
242.0,0
252.0,0
262.0,0
272.0,0
282.0,0
292.0,0
302.0,0
312.0,0
322.0,0
332.0,0
342.0,0
352.0,0
362.0,0
372.0,0
382.0,0
392.0,0
402.0,0
412.0,0
422.0,0
432.0,0
442.0,0
452.0,0
462.0,0
472.0,0
482.0,0
492.0,0
502.0,0
512.0,0
522.0,0
532.0,0
542.0,0
552.0,0
562.0,0
572.0,0
582.0,0
592.0,0
602.0,0
612.0,0
622.0,0
632.0,0
642.0,0
652.0,0
662.0,1
672.0,1
682.0,1
692.0,1
702.0,1
712.0,1
722.0,1
732.0,1
742.0,1
752.0,1
762.0,1
772.0,1
782.0,1
792.0,1
802.0,1
812.0,1
822.0,1
832.0,1
842.0,1
852.0,1
862.0,1
872.0,1
882.0,1
892.0,1
902.0,1
912.0,1
922.0,1
932.0,1
942.0,1
952.0,1
962.0,1
972.0,1
982.0,1
992.0,1
1002.0,1
1012.0,1
1022.0,1
1032.0,1
1042.0,1
1052.0,1
1062.0,1
1072.0,1
1082.0,1
1092.0,1
1102.0,1
1112.0,1
1122.0,1
1132.0,1
1142.0,1
1152.0,1
1162.0,1
1172.0,1
1182.0,1
1192.0,1
1202.0,1
1212.0,1
1222.0,1
1232.0,1
1242.0,1
1252.0,1
1262.0,0
1272.0,0
1282.0,0
1292.0,0
1302.0,0
1312.0,0
1322.0,0
1332.0,0
1342.0,0
1352.0,0
1362.0,0
1372.0,0
1382.0,0
1392.0,0
1402.0,0
1412.0,0
1422.0,0
1432.0,0
1442.0,0
1452.0,0
1462.0,0
1472.0,0
1482.0,0
1492.0,0
1502.0,0
1512.0,0
1522.0,0
1532.0,0
1542.0,0
1552.0,0
1562.0,0
1572.0,0
1582.0,0
1592.0,0
1602.0,0
1612.0,0
1622.0,0
1632.0,0
1642.0,0
1652.0,0
1662.0,0
1672.0,0
1682.0,0
1692.0,0
1702.0,0
1712.0,0
1722.0,0
1732.0,0
1742.0,0
1752.0,0
1762.0,1
1772.0,1
1782.0,1
1792.0,1
1802.0,1
1812.0,1
1822.0,1
1832.0,1
1842.0,1
1852.0,1
1862.0,1
1872.0,1
1882.0,1
1892.0,1
1902.0,1
1912.0,1
1922.0,1
1932.0,1
1942.0,1
1952.0,1
1962.0,1
1972.0,1
1982.0,1
1992.0,1
2002.0,1
2012.0,1
2022.0,1
2032.0,1
2042.0,1
2052.0,1
2062.0,1
2072.0,1
2082.0,1
2092.0,1
2102.0,1
2112.0,1
2122.0,1
2132.0,1
2142.0,1
2152.0,1
2162.0,1
2172.0,1
2182.0,1
2192.0,1
2202.0,1
2212.0,1
2222.0,1
2232.0,1
2242.0,1
2252.0,1
2262.0,1
2272.0,1
2282.0,1
2292.0,1
2302.0,1
2312.0,1
2322.0,1
2332.0,1
2342.0,1
2352.0,1
2362.0,1
2372.0,1
2382.0,1
2392.0,1
2402.0,1
2412.0,1
2422.0,1
2432.0,1
2442.0,1
2452.0,1
2462.0,1
2472.0,1
2482.0,1
2492.0,1
2502.0,1
2512.0,1
2522.0,1
2532.0,1
2542.0,1
2552.0,1
2562.0,0
2572.0,0
2582.0,0
2592.0,0
2602.0,0
2612.0,0
2622.0,0
2632.0,0
2642.0,0
2652.0,0
2662.0,0
2672.0,0
2682.0,0
2692.0,0
2702.0,0
2712.0,0
2722.0,0
2732.0,0
2742.0,0
2752.0,0
2762.0,0
2772.0,0
2782.0,0
2792.0,0
2802.0,0
2812.0,0
2822.0,0
2832.0,0
2842.0,0
2852.0,0
2862.0,1
2872.0,1
2882.0,1
2892.0,1
2902.0,1
2912.0,1
2922.0,1
2932.0,1
2942.0,1
2952.0,1
2962.0,1
2972.0,1
2982.0,1
2992.0,1
3002.0,1
3012.0,1
3022.0,1
3032.0,1
3042.0,1
3052.0,1
3062.0,1
3072.0,1
3082.0,1
3092.0,1
3102.0,1
3112.0,1
3122.0,1
3132.0,1
3142.0,1
3152.0,1
3162.0,1
3172.0,1
3182.0,1
3192.0,1
3202.0,1
3212.0,1
3222.0,1
3232.0,1
3242.0,1
3252.0,1
3262.0,1
3272.0,1
3282.0,1
3292.0,1
3302.0,1
3312.0,1
3322.0,1
3332.0,1
3342.0,1
3352.0,1
3362.0,1
3372.0,1
3382.0,1
3392.0,1
3402.0,1
3412.0,1
3422.0,1
3432.0,1
3442.0,1
3452.0,1
3462.0,1
3472.0,1
3482.0,1
3492.0,1
3502.0,1
3512.0,1
3522.0,1
3532.0,1
3542.0,1
3552.0,1
3562.0,1
3572.0,1
3582.0,1
3592.0,1
3602.0,1
3612.0,1
3622.0,1
3632.0,1
3642.0,1
3652.0,1
3662.0,1
3672.0,1
3682.0,1
3692.0,1
3702.0,1
3712.0,1
3722.0,1
3732.0,1
3742.0,1
3752.0,1
3762.0,1
3772.0,1
3782.0,1
3792.0,1
3802.0,1
3812.0,1
3822.0,1
3832.0,1
3842.0,1
3852.0,1
3862.0,0
3872.0,0
3882.0,0
3892.0,0
3902.0,0
3912.0,0
3922.0,0
3932.0,0
3942.0,0
3952.0,0
3962.0,0
3972.0,0
3982.0,0
3992.0,0
4002.0,0
4012.0,0
4022.0,0
4032.0,0
4042.0,0
4052.0,0
4062.0,0
4072.0,0
4082.0,0
4092.0,0
4102.0,0
4112.0,0
4122.0,0
4132.0,0
4142.0,0
4152.0,0
4162.0,0
4172.0,0
4182.0,0
4192.0,0
4202.0,0
4212.0,0
4222.0,0
4232.0,0
4242.0,0
4252.0,0
4262.0,0
4272.0,0
4282.0,0
4292.0,0
4302.0,0
4312.0,0
4322.0,0
4332.0,0
4342.0,0
4352.0,0
4362.0,0
4372.0,0
4382.0,0
4392.0,0
4402.0,0
4412.0,0
4422.0,0
4432.0,0
4442.0,0
4452.0,0
4462.0,1
4472.0,1
4482.0,1
4492.0,1
4502.0,1
4512.0,1
4522.0,1
4532.0,1
4542.0,1
4552.0,1
4562.0,1
4572.0,1
4582.0,1
4592.0,1
4602.0,1
4612.0,1
4622.0,1
4632.0,1
4642.0,1
4652.0,1
4662.0,1
4672.0,1
4682.0,1
4692.0,1
4702.0,1
4712.0,1
4722.0,1
4732.0,1
4742.0,1
4752.0,1
4762.0,1
4772.0,1
4782.0,1
4792.0,1
4802.0,1
4812.0,1
4822.0,1
4832.0,1
4842.0,1
4852.0,1
4862.0,1
4872.0,1
4882.0,1
4892.0,1
4902.0,1
4912.0,1
4922.0,1
4932.0,1
4942.0,1
4952.0,1
4962.0,0
4972.0,0
4982.0,0
4992.0,0
5002.0,0
5012.0,0
5022.0,0
5032.0,0
5042.0,0
5052.0,0
5062.0,0
5072.0,0
5082.0,0
5092.0,0
5102.0,0
5112.0,0
5122.0,0
5132.0,0
5142.0,0
5152.0,0
5162.0,0
5172.0,0
5182.0,0
5192.0,0
5202.0,0
5212.0,0
5222.0,0
5232.0,0
5242.0,0
5252.0,0
5262.0,0
5272.0,0
5282.0,0
5292.0,0
5302.0,0
5312.0,0
5322.0,0
5332.0,0
5342.0,0
5352.0,0
5362.0,1
5372.0,1
5382.0,1
5392.0,1
5402.0,1
5412.0,1
5422.0,1
