Time,Active
47.0,1
57.0,1
67.0,1
77.0,1
87.0,1
97.0,1
107.0,1
117.0,1
127.0,1
137.0,1
147.0,1
157.0,1
167.0,1
177.0,1
187.0,1
197.0,1
207.0,1
217.0,1
227.0,1
237.0,1
247.0,1
257.0,1
267.0,1
277.0,1
287.0,1
297.0,1
307.0,1
317.0,1
327.0,1
337.0,1
347.0,1
357.0,1
367.0,1
377.0,1
387.0,1
397.0,1
407.0,1
417.0,1
427.0,1
437.0,1
447.0,0
457.0,0
467.0,0
477.0,0
487.0,0
497.0,0
507.0,0
517.0,0
527.0,0
537.0,0
547.0,1
557.0,1
567.0,1
577.0,1
587.0,1
597.0,1
607.0,1
617.0,1
627.0,1
637.0,1
647.0,1
657.0,1
667.0,1
677.0,1
687.0,1
697.0,1
707.0,1
717.0,1
727.0,1
737.0,1
747.0,1
757.0,1
767.0,1
777.0,1
787.0,1
797.0,1
807.0,1
817.0,1
827.0,1
837.0,1
847.0,0
857.0,0
867.0,0
877.0,0
887.0,0
897.0,0
907.0,0
917.0,0
927.0,0
937.0,0
947.0,0
957.0,0
967.0,0
977.0,0
987.0,0
997.0,0
1007.0,0
1017.0,0
1027.0,0
1037.0,0
1047.0,1
1057.0,1
1067.0,1
1077.0,1
1087.0,1
1097.0,1
1107.0,1
1117.0,1
1127.0,1
1137.0,1
1147.0,1
1157.0,1
1167.0,1
1177.0,1
1187.0,1
1197.0,1
1207.0,1
1217.0,1
1227.0,1
1237.0,1
1247.0,1
1257.0,1
1267.0,1
1277.0,1
1287.0,1
1297.0,1
1307.0,1
1317.0,1
1327.0,1
1337.0,1
1347.0,1
1357.0,1
1367.0,1
1377.0,1
1387.0,1
1397.0,1
1407.0,1
1417.0,1
1427.0,1
1437.0,1
1447.0,1
1457.0,1
1467.0,1
1477.0,1
1487.0,1
1497.0,1
1507.0,1
1517.0,1
1527.0,1
1537.0,1
1547.0,0
1557.0,0
1567.0,0
1577.0,0
1587.0,0
1597.0,0
1607.0,0
1617.0,0
1627.0,0
1637.0,0
1647.0,1
1657.0,1
1667.0,1
1677.0,1
1687.0,1
1697.0,1
1707.0,1
1717.0,1
1727.0,1
1737.0,1
1747.0,1
1757.0,1
1767.0,1
1777.0,1
1787.0,1
1797.0,1
1807.0,1
1817.0,1
1827.0,1
1837.0,1
1847.0,1
1857.0,1
1867.0,1
1877.0,1
1887.0,1
1897.0,1
1907.0,1
1917.0,1
1927.0,1
1937.0,1
1947.0,1
1957.0,1
1967.0,1
1977.0,1
1987.0,1
1997.0,1
2007.0,1
2017.0,1
2027.0,1
2037.0,1
2047.0,1
2057.0,1
2067.0,1
2077.0,1
2087.0,1
2097.0,1
2107.0,1
2117.0,1
2127.0,1
2137.0,1
2147.0,1
2157.0,1
2167.0,1
2177.0,1
2187.0,1
2197.0,1
2207.0,1
2217.0,1
2227.0,1
2237.0,1
2247.0,0
2257.0,0
2267.0,0
2277.0,0
2287.0,0
2297.0,0
2307.0,0
2317.0,0
2327.0,0
2337.0,0
2347.0,0
2357.0,0
2367.0,0
2377.0,0
2387.0,0
2397.0,0
2407.0,0
2417.0,0
2427.0,0
2437.0,0
2447.0,0
2457.0,0
2467.0,0
2477.0,0
2487.0,0
2497.0,0
2507.0,0
2517.0,0
2527.0,0
2537.0,0
2547.0,1
2557.0,1
2567.0,1
2577.0,1
2587.0,1
2597.0,1
2607.0,1
2617.0,1
2627.0,1
2637.0,1
2647.0,1
2657.0,1
2667.0,1
2677.0,1
2687.0,1
2697.0,1
2707.0,1
2717.0,1
2727.0,1
2737.0,1
2747.0,1
2757.0,1
2767.0,1
2777.0,1
2787.0,1
2797.0,1
2807.0,1
2817.0,1
2827.0,1
2837.0,1
2847.0,1
2857.0,1
2867.0,1
2877.0,1
2887.0,1
2897.0,1
2907.0,1
2917.0,1
2927.0,1
2937.0,1
2947.0,1
2957.0,1
2967.0,1
2977.0,1
2987.0,1
2997.0,1
3007.0,1
3017.0,1
3027.0,1
3037.0,1
3047.0,1
3057.0,1
3067.0,1
3077.0,1
3087.0,1
3097.0,1
3107.0,1
3117.0,1
3127.0,1
3137.0,1
3147.0,1
3157.0,1
3167.0,1
3177.0,1
3187.0,1
3197.0,1
3207.0,1
3217.0,1
3227.0,1
3237.0,1
3247.0,0
3257.0,0
3267.0,0
3277.0,0
3287.0,0
3297.0,0
3307.0,0
3317.0,0
3327.0,0
3337.0,0
3347.0,1
3357.0,1
3367.0,1
3377.0,1
3387.0,1
3397.0,1
3407.0,1
3417.0,1
3427.0,1
3437.0,1
3447.0,1
3457.0,1
3467.0,1
3477.0,1
3487.0,1
3497.0,1
3507.0,1
3517.0,1
3527.0,1
3537.0,1
3547.0,1
3557.0,1
3567.0,1
3577.0,1
3587.0,1
3597.0,1
3607.0,1
3617.0,1
3627.0,1
3637.0,1
3647.0,1
3657.0,1
3667.0,1
3677.0,1
3687.0,1
3697.0,1
3707.0,1
3717.0,1
3727.0,1
3737.0,1
3747.0,1
3757.0,1
3767.0,1
3777.0,1
3787.0,1
3797.0,1
3807.0,1
3817.0,1
3827.0,1
3837.0,1
